Id,Applications,Cef,NBR Version,Kit,Remarks,Company,Tipologia Appplicazione
1611,5.7GSiI-A,500107GT,,,,VOLVO PENTA,Inboard_Engines
1611,5.7GXi-A,500107GT,,,,VOLVO PENTA,Inboard_Engines
1611,5.7GSiI-B,500107GT,,,,VOLVO PENTA,Inboard_Engines
1611,5.7GSiI-D,500107GT,,,,VOLVO PENTA,Inboard_Engines
1611,5.7GSiI-DF,500107GT,,,,VOLVO PENTA,Inboard_Engines
1611,5.7GSiI-E,500107GT,,,,VOLVO PENTA,Inboard_Engines
1611,5.7GSiI-EF,500107GT,,,,VOLVO PENTA,Inboard_Engines
1611,5.7GSiI-F,500107GT,,,,VOLVO PENTA,Inboard_Engines
1611,5.7GSiI-FF,500107GT,,,,VOLVO PENTA,Inboard_Engines
1612,5.7GSIPBYCCE,500107GT,,,,VOLVO PENTA,Inboard_Engines
1612,5.7GSIPBYDCE,500107GT,,,,VOLVO PENTA,Inboard_Engines
1613,5.7GSIPEFS,500107GT,,,,VOLVO PENTA,Inboard_Engines
1614,5.7GSIPLKDCE,500107GT,,,,VOLVO PENTA,Inboard_Engines
1614,5.7GSIPLKE,500107GT,,,,VOLVO PENTA,Inboard_Engines
1615,5.7GSIPWTR,500107GT,,,,VOLVO PENTA,Inboard_Engines
1616,5.7GSPBYC,500107GT,,,,VOLVO PENTA,Inboard_Engines
1617,5.7GSPEFS,500107GT,,,,VOLVO PENTA,Inboard_Engines
1618,5.7GSPLKD,500107GT,,,,VOLVO PENTA,Inboard_Engines
1618,5.7GSPLKE,500107GT,,,,VOLVO PENTA,Inboard_Engines
1619,5.7GSPWTR,500107GT,,,,VOLVO PENTA,Inboard_Engines
1620,5.7GXi-C,500189GT,,,,VOLVO PENTA,Inboard_Engines
1620,5.7GXi-D,500189GT,,,,VOLVO PENTA,Inboard_Engines
1620,5.7GXi-E,500189GT,,,,VOLVO PENTA,Inboard_Engines
1620,5.7GXi-F,500189GT,,,,VOLVO PENTA,Inboard_Engines
1620,5.7GXi-CF,500189GT,,,,VOLVO PENTA,Inboard_Engines
1620,5.7GXi-DF,500189GT,,,,VOLVO PENTA,Inboard_Engines
1620,5.7GXi-EF,500189GT,,,,VOLVO PENTA,Inboard_Engines
1620,5.7GXi-FF,500189GT,,,,VOLVO PENTA,Inboard_Engines
1621,5.7GXi-J,500178G,,,,VOLVO PENTA,Inboard_Engines
1621,5.7GXi-JF,500178G,,,,VOLVO PENTA,Inboard_Engines
1622,5.7GXi-H,500178G,,,,VOLVO PENTA,Inboard_Engines
1622,5.7GXi-HF,500178G,,,,VOLVO PENTA,Inboard_Engines
1623,5.7GXi-N,500178G,,,,VOLVO PENTA,Inboard_Engines
1624,5.7GXiC-J,500178G,,,,VOLVO PENTA,Inboard_Engines
1624,5.7GXiC-JF,500178G,,,,VOLVO PENTA,Inboard_Engines
1625,5.7GXiCE-J,500178G,,,,VOLVO PENTA,Inboard_Engines
1625,5.7GXiCE-JF,500178G,,,,VOLVO PENTA,Inboard_Engines
1626,5.7GXiCE-M,500178G,,,,VOLVO PENTA,Inboard_Engines
1626,5.7GXiCE-MF,500178G,,,,VOLVO PENTA,Inboard_Engines
1627,5.7GXiE-J,500178G,,,,VOLVO PENTA,Inboard_Engines
1627,5.7GXiE-JF,500178G,,,,VOLVO PENTA,Inboard_Engines
1628,5.7GXiE-K,500178G,,,,VOLVO PENTA,Inboard_Engines
1628,5.7GXiE-KF,500178G,,,,VOLVO PENTA,Inboard_Engines
1629,5.7GXiE-M,500178G,,,,VOLVO PENTA,Inboard_Engines
1629,5.7GXiE-MF,500178G,,,,VOLVO PENTA,Inboard_Engines
