Applications,CEF IMPELLERS,CEF IMPELLERS NBR Version,CEF KITs CODES,Remarks,Manufacturer,Tipologia Applicazione,Applications_note,Tipologia
"5C HP","500325",,,,"MARINER","OUTBOARD_ENGINES","ML-6E3-400101 >",
"6 HP","500377",,,,"MARINER","OUTBOARD_ENGINES","2000-2001",
"8B HP","500321",,,,"MARINER","OUTBOARD_ENGINES","M-677-000101 >",
"8B HP","500321",,,,"MARINER","OUTBOARD_ENGINES","ML-677-300101 >",
"30 HP","500312",,"BK0007",,"MARINER","OUTBOARD_ENGINES",,
"40 HP","500378",,,"4 STROKES/4 TEMPI","MARINER","OUTBOARD_ENGINES","4 CYL",
"40 HP EFI","500378",,,"4 STROKES/4 TEMPI","MARINER","OUTBOARD_ENGINES",,
"40 HP JET","500378",,,,"MARINER","OUTBOARD_ENGINES",,
"45 HP JET","500378",,,,"MARINER","OUTBOARD_ENGINES",,
"50 HP","500378",,,"4 STROKES/4 TEMPI","MARINER","OUTBOARD_ENGINES","4 CYL",
"50 HP","500312",,"BK0006",,"MARINER","OUTBOARD_ENGINES","5531630 >",
"50 HP EFI","500378",,,"4 STROKES/4 TEMPI","MARINER","OUTBOARD_ENGINES",,
"55 HP","500378",,,,"MARINER","OUTBOARD_ENGINES","3 CYL",
"60 HP","500378",,,,"MARINER","OUTBOARD_ENGINES","3 CYL",
"60 HP","500378",,,"4 STROKES/4 TEMPI","MARINER","OUTBOARD_ENGINES","4 CYL",
"60 HP EFI","500378",,,"4 STROKES/4 TEMPI","MARINER","OUTBOARD_ENGINES",,
"70 HP","500312",,"BK0006",,"MARINER","OUTBOARD_ENGINES","5361993-5702219",
"70 HP","500301N",,,,"MARINER","OUTBOARD_ENGINES","A996142 >",
"70 HP","500301N",,,,"MARINER","OUTBOARD_ENGINES","B240451 >",
"75 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","4CYL. (6432901 >",
"75 HP","500301N",,,,"MARINER","OUTBOARD_ENGINES","A996142 >",
"75 HP","500301N",,,,"MARINER","OUTBOARD_ENGINES","B24051 >",
"75 HP","500301N",,,,"MARINER","OUTBOARD_ENGINES","C222000-D382221",
"80 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","4CYL (4842729-6432900",
"85 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","4CYL (4731898-4842728",
"90 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","6 CYL. (5309951-",
"90 HP","500301N",,,,"MARINER","OUTBOARD_ENGINES","A996142 >",
"90 HP","500301N",,,,"MARINER","OUTBOARD_ENGINES","B240451 >",
"90 HP","500301N",,,,"MARINER","OUTBOARD_ENGINES","C222000 >",
"100 HP","500301N",,,,"MARINER","OUTBOARD_ENGINES","B209468 >",
"115 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","6CYL (4865178-",
"115 HP","500301N",,,,"MARINER","OUTBOARD_ENGINES","C100000-D283221",
"140 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","6CYL (5088444-",
"15A HP","500321",,,,"MARINER","OUTBOARD_ENGINES","<M-651-000285",
"15A HP","500321",,,,"MARINER","OUTBOARD_ENGINES","<ML-651-300101",
"MAG II","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","B082000 -",
"MAG II","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","B242885 -",
"V-135 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","0A904646 -",
"V-150 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","5600162-0A904645",
"V-150 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","A904646 -",
"V-175 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","5190663-6618750",
"V-175 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","6618751 -",
"V-200 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","5624878-6625220",
"V-200 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","6625221 -",
"V-220 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","B117316 -",
"2 HP","500377",,,,"MERCURY","OUTBOARD_ENGINES","2006",
"2.2 HP","500396",,,,"MERCURY","OUTBOARD_ENGINES",,
"2.4EFI HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","ALL/TUTTI",
"2.5 HP","500396",,,,"MERCURY","OUTBOARD_ENGINES",,
"3 HP","500396",,,,"MERCURY","OUTBOARD_ENGINES",,
"3.3 HP","500396",,,,"MERCURY","OUTBOARD_ENGINES","1991-2006",
"3.5 HP","500314",,,,"MERCURY","OUTBOARD_ENGINES","6202173 >",
"3.6 HP","500314",,,,"MERCURY","OUTBOARD_ENGINES","5404657 >",
"4 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","2498136-3296136",
"4 HP","500314",,,,"MERCURY","OUTBOARD_ENGINES","5589202-5595531",
"4 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","5595532 >",
"4 HP","500310",,,"1 CYL PRODUCT OF USA","MERCURY","OUTBOARD_ENGINES","7143688 >",
"4 HP","500310",,,"1 CYL PRODUCT OF USA","MERCURY","OUTBOARD_ENGINES","8068065 >",
"4 HP","500310",,,"1 CYL PRODUCT OF USA","MERCURY","OUTBOARD_ENGINES","9258281 >",
"4.3L","501012K",,,"COOLING HOSE/MANICOTTO ACQUA","MERCURY","OUTBOARD_ENGINES",,
"4.5 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","4107220-5595531",
"4.5 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","5595532 >",
"4.5 HP","500310",,,"1 CYL PRODUCT OF USA","MERCURY","OUTBOARD_ENGINES","7143688 >",
"4.5 HP","500310",,,"1 CYL PRODUCT OF USA","MERCURY","OUTBOARD_ENGINES","8068065 >",
"4.5 HP","500310",,,"1 CYL PRODUCT OF USA","MERCURY","OUTBOARD_ENGINES","9258281 >",
"4/5/6 HP","500377",,,"4 STROKES/4 TEMPI","MERCURY","OUTBOARD_ENGINES",,
"5 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","ALL/TUTTI",
"5 HP","500314",,,,"MERCURY","OUTBOARD_ENGINES","ALL/TUTTI",
"5.0L","501012K",,,"COOLING HOSE/MANICOTTO ACQUA","MERCURY","OUTBOARD_ENGINES",,
"5.7L","501012K",,,"COOLING HOSE/MANICOTTO ACQUA","MERCURY","OUTBOARD_ENGINES",,
"6 HP","500309",,,,"MERCURY","OUTBOARD_ENGINES","1408611-1916138",
"6 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","1916139-2529894",
"7.5 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","2529895-3274632",
"7.5 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","5206650 >",
"8 HP","500315",,,"4 STROKES/4 TEMPI","MERCURY","OUTBOARD_ENGINES",,
"9.8 HP","500309",,,,"MERCURY","OUTBOARD_ENGINES","1470349-1865778",
"7.5 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","7125388 >",
"7.5 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","8057545 >",
"7.5 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","9217756 >",
"9.8 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","1865779-5206549",
"9.8 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","5206550 >",
"9.8 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","7125388 >",
"9.8 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","8057545 >",
"9.8 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","9217756 >",
"9.9/15 HP","500318",,,"4 STROKES/4 TEMPI","MERCURY","OUTBOARD_ENGINES",,
"10 HP","500331",,,,"MERCURY","OUTBOARD_ENGINES","941751-1224480",
"16 HP","500331",,,,"MERCURY","OUTBOARD_ENGINES","941751-1224480",
"18 HP","500315",,,,"MERCURY","OUTBOARD_ENGINES","5837437-6416712",
"20 HP","500311G",,,,"MERCURY","OUTBOARD_ENGINES","2827677-3226957",
"20 HP","500331",,,,"MERCURY","OUTBOARD_ENGINES","941751-1224480",
"20XD HP","500315",,,,"MERCURY","OUTBOARD_ENGINES","6443973 >",
"25/40/50 HP","500315",,,"4 STROKES/4 TEMPI","MERCURY","OUTBOARD_ENGINES","5232005",
"25XD HP","500315",,,,"MERCURY","OUTBOARD_ENGINES","6443973 >",
"30 HP","500312",,"BK0007",,"MERCURY","OUTBOARD_ENGINES","1217222-1448139",
"30 HP","500331",,,,"MERCURY","OUTBOARD_ENGINES","941751-1224480",
"35 HP","500312",,,,"MERCURY","OUTBOARD_ENGINES","1571114-1812753",
"35 HP","500312",,,,"MERCURY","OUTBOARD_ENGINES","6445653-B110788",
"40 HP","500312",,,,"MERCURY","OUTBOARD_ENGINES","1279685-1476509",
"40 HP","500312",,,,"MERCURY","OUTBOARD_ENGINES","2874704-3336257",
"40 HP","500312",,,,"MERCURY","OUTBOARD_ENGINES","4362215-4860102",
"40 HP","500312",,,,"MERCURY","OUTBOARD_ENGINES","4862103-6445652",
"40 HP","500331",,,,"MERCURY","OUTBOARD_ENGINES","941751-1224480",
"40 HP","500378",,,"4 STROKES/4 TEMPI","MERCURY","OUTBOARD_ENGINES","4CYL",
"40 HP EFI","500378",,,"4 STROKES/4 TEMPI","MERCURY","OUTBOARD_ENGINES",,
"40 HP JET","500378",,,,"MERCURY","OUTBOARD_ENGINES",,
"45 HP","500312",,,,"MERCURY","OUTBOARD_ENGINES","1476510-1520983",
"45 HP","500312",,,,"MERCURY","OUTBOARD_ENGINES","1520984-1531568",
"45 HP","500312",,,,"MERCURY","OUTBOARD_ENGINES","5531630 >",
"45 HP JET","500378",,,,"MERCURY","OUTBOARD_ENGINES",,
"50 HP","500312",,"BK0006",,"MERCURY","OUTBOARD_ENGINES","1421113-1639472",
"50 HP","500312",,"BK0006",,"MERCURY","OUTBOARD_ENGINES","1521914-2305100",
"50 HP","500312",,"BK0006",,"MERCURY","OUTBOARD_ENGINES","2305101-2858813",
"50 HP","500312",,"BK0006",,"MERCURY","OUTBOARD_ENGINES","4357640-4962055",
"50 HP","500312",,"BK0006",,"MERCURY","OUTBOARD_ENGINES","4962056 >",
"50 HP","500378",,,"4 STROKES/4 TEMPI","MERCURY","OUTBOARD_ENGINES","4CYL",
"50 HP EFI","500378",,,"4 STROKES/4 TEMPI","MERCURY","OUTBOARD_ENGINES",,
"55 HP","500378",,,,"MERCURY","OUTBOARD_ENGINES","3CYL",
"60 HP","500378",,,,"MERCURY","OUTBOARD_ENGINES","3CYL",
"60 HP","500378",,,"4 STROKES/4 TEMPI","MERCURY","OUTBOARD_ENGINES","4CYL",
"60 HP","500312",,"BK0006",,"MERCURY","OUTBOARD_ENGINES","6428681 >",
"65 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","1542745-2309310",
"65 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","2309311-2803561",
"65 HP","500312",,,,"MERCURY","OUTBOARD_ENGINES","2803562-3293183",
"70 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","1413611-1566239",
"70 HP","500312",,"BK0006",,"MERCURY","OUTBOARD_ENGINES","4571652-4977156",
"70 HP","500312",,"BK0006",,"MERCURY","OUTBOARD_ENGINES","4977157-6428680",
"70 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","A996142 >",
"70 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","B240451 >",
"75 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","4CYL. (6432901 >",
"75 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","C222000-D283221",
"75-90 HP 4T","500301N",,,,"MERCURY","OUTBOARD_ENGINES",,
"80 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","1335465-1398629",
"80 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","1398630-1566239",
"80 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","2559001-3493912",
"80 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","4831999-6432900",
"80 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","A996142 >",
"80 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","B240451 >",
"80 HP EFI","500378",,,"4 STROKES/4 TEMPI","MERCURY","OUTBOARD_ENGINES",,
"85 EL HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","4590512-4831998",
"85 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","1460999-1766823",
"85 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","3493913-4366801",
"85 XS HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","4366802-4831998",
"90 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","1766824-1869775",
"90 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","6CYL. (4845301-5299505",
"90 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","A996142 >",
"90 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","B240451 >",
"90 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","C222000-D283221",
"95 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","1869776-2318585",
"100 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","1464949-1768403",
"100 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","1768404-2318585",
"100 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","2318586-2836108",
"100 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","B209468-D283221",
"110 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","1870204-2314955",
"115 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","2836019-3255440",
"115 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","C100000-D283221",
"125 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","2314956-2839368",
"125 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","2839369-3293233",
"130 HP","500301N",,"SK0008","4 STROKES/4 TEMPI VERADO","MERCURY","OUTBOARD_ENGINES","1B227000 & UP",
"135 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","A904646 -",
"140 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","3293234-3502805",
"140 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","4865678-5327662",
"150 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","3502806-4865677",
"150 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","4868998-A904645",
"150 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","A904646 -",
"150 HP","500301N",,"SK0008","4 STROKES/4 TEMPI VERADO","MERCURY","OUTBOARD_ENGINES","1B227000 & UP",
"175 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","4301235-6618750",
"175 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","6618751 -",
"175 HP","500301N",,"SK0008","4 STROKES/4 TEMPI VERADO","MERCURY","OUTBOARD_ENGINES","1B227000 & UP",
"200 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","4839034-6625220",
"200 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","6625221 -",
"220 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","B117316 -",
"225 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","5628028 -",
"250 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","1250V33HB",
"275 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","1275V34HD",
"MK35A","500312",,,,"MERCURY","OUTBOARD_ENGINES","ALL/TUTTI",
"MK5/MK6","500309",,,,"MERCURY","OUTBOARD_ENGINES","ALL/TUTTI",
"MOD.VP HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","ALL/TUTTI",
"WH6/WH6A","500309",,,,"MERCURY","OUTBOARD_ENGINES","ALL/TUTTI",
"XR/4 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","B242885 -",
"2,6 HP","500322",,,"4 STROKES/4 TEMPI","PARSUN","OUTBOARD_ENGINES",,
"4-5HP","500325",,,"4 STROKES/4 TEMPI","PARSUN","OUTBOARD_ENGINES",,
"9,9-15HP","500363",,,"4 STROKES/4 TEMPI","PARSUN","OUTBOARD_ENGINES",,
"20-25HP-30/40 HP","500385G",,,"4 STROKES/4 TEMPI","PARSUN","OUTBOARD_ENGINES",,
"2.5 HP","500376",,,"4 STROKES/4 TEMPI","SELVA","OUTBOARD_ENGINES",,
"3.5 HP","500376",,,"2 STROKES/2 TEMPI","SELVA","OUTBOARD_ENGINES",,
"4 HP","500376",,,"2 STROKES/2 TEMPI","SELVA","OUTBOARD_ENGINES",,
"5 HP","500375",,,"4 STROKES/4 TEMPI  OYSTER","SELVA","OUTBOARD_ENGINES",,
"6 HP","500375",,,"4 STROKES/4 TEMPI  OYSTER","SELVA","OUTBOARD_ENGINES",,
"6/8/9.9","500387",,,"4 STROKES/4 TEMPI","SELVA","OUTBOARD_ENGINES",,
"7.5 HP","500375",,,"BLACK BASS","SELVA","OUTBOARD_ENGINES",,
"8 HP","500368",,,"TYPE RAY","SELVA","OUTBOARD_ENGINES",,
"9.9 HP","500363",,,"TYPE PIKE","SELVA","OUTBOARD_ENGINES",,
"9,9 / 15 HP","500387",,,"2 STROKES/2 TEMPI","SELVA","OUTBOARD_ENGINES",,
"15 HP","500363",,,"TYPE WAHOO","SELVA","OUTBOARD_ENGINES",,
"20 HP","500363",,,"TYPE WAHOO","SELVA","OUTBOARD_ENGINES",,
"25 HP","500386",,,"2 STROKES/2 TEMPI","SELVA","OUTBOARD_ENGINES",,
"30 HP","500386",,,"2 STROKES/2 TEMPI","SELVA","OUTBOARD_ENGINES",,
"35 HP","500386",,,"2 STROKES/2 TEMPI","SELVA","OUTBOARD_ENGINES",,
"25 HP","500385G",,,"TYPE KINGFISH","SELVA","OUTBOARD_ENGINES",,
"40 HP","500385G",,,"TYPE ARUANA E.F.I.","SELVA","OUTBOARD_ENGINES",,
"40 HP","500316",,,"TYPE DORADO40XS-XSR","SELVA","OUTBOARD_ENGINES",,
"40 HP & OVER","500304",,,"2 STROKES/2 TEMPI","SELVA","OUTBOARD_ENGINES",,
"50 HP","500316",,,"TYPE DORADO E.F.I.","SELVA","OUTBOARD_ENGINES",,
"60 HP","500316",,,"TYPE DORADO E.F.I.","SELVA","OUTBOARD_ENGINES",,
"80 HP","500364",,,"TYPE MARLIN E.F.I.","SELVA","OUTBOARD_ENGINES",,
"100 HP","500364",,,"TYPE MARLIN E.F.I.","SELVA","OUTBOARD_ENGINES",,
"115 HP","500371",,,"TYPE NARWHAL E.F.I.","SELVA","OUTBOARD_ENGINES",,
"150 HP","500371",,,"TYPE KILLER WHALE E.F.I.","SELVA","OUTBOARD_ENGINES",,
"200 HP","500371",,,"TYPE GREY WHALE E.F.I.","SELVA","OUTBOARD_ENGINES",,
"225 HP","500371",,,"TYPE FIN WHALE E.F.I.","SELVA","OUTBOARD_ENGINES",,
"250 HP","500371",,,"TYPE BLUE WHALE E.F.I.","SELVA","OUTBOARD_ENGINES",,
"9.9/15 CV","500329",,,,"SUZUKI","OUTBOARD_ENGINES",,
"9.9/8CV","500319",,,,"SUZUKI","OUTBOARD_ENGINES","<<-1995",
"90/115 HP","500367",,,"4 STROKES/4 TEMPI","SUZUKI","OUTBOARD_ENGINES",,
"DF4","500336",,,,"SUZUKI","OUTBOARD_ENGINES","2004-2010",
"DF6","500336",,,,"SUZUKI","OUTBOARD_ENGINES","2004-2010",
"DF8AR","500319",,,,"SUZUKI","OUTBOARD_ENGINES","2010",
"DF9,9","500319",,,,"SUZUKI","OUTBOARD_ENGINES","2004-2010",
"DF15","500319",,,,"SUZUKI","OUTBOARD_ENGINES","2004-2010",
"DF46","500336",,,,"SUZUKI","OUTBOARD_ENGINES","2003-2008",
"DF60/DF70","500365",,,"4 STROKES/4 TEMPI","SUZUKI","OUTBOARD_ENGINES","1998-2009",
"DF90","500367",,,,"SUZUKI","OUTBOARD_ENGINES","2001-2008",
"DF99","500319",,,,"SUZUKI","OUTBOARD_ENGINES","2004-2010",
"DF100","500367",,,,"SUZUKI","OUTBOARD_ENGINES","2009",
"DF115","500367",,,,"SUZUKI","OUTBOARD_ENGINES","2002-2010",
"DF140","500367",,,,"SUZUKI","OUTBOARD_ENGINES","2002-2010",
"DF175","500367",,,,"SUZUKI","OUTBOARD_ENGINES","2006-2010",
"DF200","500393",,,"4 STROKES/4 TEMPI","SUZUKI","OUTBOARD_ENGINES","2004-2010",
"DF225","500393",,,"4 STROKES/4 TEMPI","SUZUKI","OUTBOARD_ENGINES","2004-2010",
"DF250","500393",,,"4 STROKES/4 TEMPI","SUZUKI","OUTBOARD_ENGINES","2004-2010",
"DF300","500393",,,,"SUZUKI","OUTBOARD_ENGINES","2007-2010",
"DT4","500336",,,,"SUZUKI","OUTBOARD_ENGINES","1984-88",
"DT5","500336",,,,"SUZUKI","OUTBOARD_ENGINES","1977-83",
"DT6","500336",,,,"SUZUKI","OUTBOARD_ENGINES","1984-98",
"DT8","500336",,,,"SUZUKI","OUTBOARD_ENGINES","2001",
"DT15","500319",,,,"SUZUKI","OUTBOARD_ENGINES","1989-91",
"DT16","500398",,,,"SUZUKI","OUTBOARD_ENGINES","1977-82",
"DT20","500362G",,,,"SUZUKI","OUTBOARD_ENGINES","1986-88",
"DT20VE-25QD-25VE-30VE-30QD-40VE","500362G",,,,"SUZUKI","OUTBOARD_ENGINES",,
"DT50","500362G",,,,"SUZUKI","OUTBOARD_ENGINES","1999-2005",
"DT25","500398",,,,"SUZUKI","OUTBOARD_ENGINES","1980-82",
"DT25","500362G",,,,"SUZUKI","OUTBOARD_ENGINES","1984-88",
"DT25C","500399",,,,"SUZUKI","OUTBOARD_ENGINES","1989-2000",
"DT28","500398",,,,"SUZUKI","OUTBOARD_ENGINES","1980-82",
"DT30","500362G",,,,"SUZUKI","OUTBOARD_ENGINES","1984-87",
"DT30C","500399",,,,"SUZUKI","OUTBOARD_ENGINES","1989-2000",
"DT35","500362G",,,,"SUZUKI","OUTBOARD_ENGINES","1987-89",
"DT40","500361",,,,"SUZUKI","OUTBOARD_ENGINES","1983",
"DT40C","500362G",,,,"SUZUKI","OUTBOARD_ENGINES","1984-95",
"DT40VZ-DT40QD-DT50C-DT50D-DT50VZ","500361",,,,"SUZUKI","OUTBOARD_ENGINES",,
"DT50QD-DT65VZ-DT60QD-DT65QD","500361",,,,"SUZUKI","OUTBOARD_ENGINES",,
"DT50VE-DT60VE-DT75VE","500360",,,,"SUZUKI","OUTBOARD_ENGINES",,
"DT55","500312",,,,"SUZUKI","OUTBOARD_ENGINES","1985-97",
"DT65","500312",,,,"SUZUKI","OUTBOARD_ENGINES","1985-97",
"DT75","500360",,,,"SUZUKI","OUTBOARD_ENGINES","1985-97",
"DT85","500360",,,,"SUZUKI","OUTBOARD_ENGINES","1985-97",
"DT90/DT100","500365",,,"2 STROKES/2 TEMPI","SUZUKI","OUTBOARD_ENGINES","1990->>",
"DT115","500367",,,"2 STROKES/2 TEMPI","SUZUKI","OUTBOARD_ENGINES","1981-2001",
"DT140","500367",,,,"SUZUKI","OUTBOARD_ENGINES","1986-2001",
"DT150","500367",,,,"SUZUKI","OUTBOARD_ENGINES","1987-1996",
"DT200","500367",,,,"SUZUKI","OUTBOARD_ENGINES","1986-2003",
"PU85","500393",,,,"SUZUKI","OUTBOARD_ENGINES","JET (1989-97",
"2 HP","500377",,,"2 STROKES/2 TEMPI","TOHATSU","OUTBOARD_ENGINES",,
"2.5 HP","500377",,,"2 STROKES/2 TEMPI","TOHATSU","OUTBOARD_ENGINES",,
"2.5A, 3.5A, 3.5B","500396",,,"2 STROKES/2 TEMPI","TOHATSU","OUTBOARD_ENGINES",,
"3.5 HP","500377",,,"2 STROKES/2 TEMPI","TOHATSU","OUTBOARD_ENGINES",,
"4-5 HP","500377",,,"2 STROKES/2 TEMPI","TOHATSU","OUTBOARD_ENGINES",,
"4-5-6 HP","500377",,,"4 STROKES/4 TEMPI","TOHATSU","OUTBOARD_ENGINES",,
"6-8-9,8 HP","500344",,,"2 STROKES/2 TEMPI","TOHATSU","OUTBOARD_ENGINES",,
"9,9-15-18 HP","500383",,,"2 STROKES/2 TEMPI","TOHATSU","OUTBOARD_ENGINES",,
"15-18HP","500383",,,"4 STROKES/4 TEMPI","TOHATSU","OUTBOARD_ENGINES",,
"20 HP","500383",,,"4 STROKES/4 TEMPI","TOHATSU","OUTBOARD_ENGINES",,
"25-30 HP","500382",,,"2 STROKES/2 TEMPI","TOHATSU","OUTBOARD_ENGINES",,
"35 HP","500382",,,"2 STROKES/2 TEMPI","TOHATSU","OUTBOARD_ENGINES",,
"40-50 HP","500379",,,"2 STROKES/2 TEMPI","TOHATSU","OUTBOARD_ENGINES",,
"60-70-90 HP","500388",,,"2 STROKES/2 TEMPI","TOHATSU","OUTBOARD_ENGINES",,
"115-120-140 HP","500388",,,"2 STROKES/2 TEMPI","TOHATSU","OUTBOARD_ENGINES",,
"HP 6/12","500300",,,"2 STROKES/2 TEMPI","WHITEHEAD","OUTBOARD_ENGINES",,
"2 HP","500324",,,,"YAMAHA","OUTBOARD_ENGINES","1984-2002",
"3 HP MALTA","500322",,,,"YAMAHA","OUTBOARD_ENGINES","1988-2002",
"4 HP","500325",,,,"YAMAHA","OUTBOARD_ENGINES","1984-1999",
"5 HP","500325",,,,"YAMAHA","OUTBOARD_ENGINES","1984-2002",
"6 HP NON DOMESTIC","500321",,,,"YAMAHA","OUTBOARD_ENGINES","ALL /TUTTI",
"6/8 HP","500302",,,"2 STROKES/2 TEMPI","YAMAHA","OUTBOARD_ENGINES","1984-2005",
"8 HP NON DOMESTIC","500321",,,,"YAMAHA","OUTBOARD_ENGINES","ALL/TUTTI",
"9.9 HP","500320",,,,"YAMAHA","OUTBOARD_ENGINES","1984-1995",
"9,9 HP","500363",,,,"YAMAHA","OUTBOARD_ENGINES","1996-2004",
"15 HP","500320",,,,"YAMAHA","OUTBOARD_ENGINES","1984-1995",
"15 HP","500363",,,,"YAMAHA","OUTBOARD_ENGINES","1996-2004",
"20/25 N","500384",,,"2 STROKES/2 TEMPI","YAMAHA","OUTBOARD_ENGINES","1991 >",
"25 HP","500326",,,,"YAMAHA","OUTBOARD_ENGINES","1984-1987",
"25 HP","500385G",,,,"YAMAHA","OUTBOARD_ENGINES","1999",
"25 HP MHY","500384",,,,"YAMAHA","OUTBOARD_ENGINES","2000",
"25 HP MHZ3_30MH_EH_ERZ","500385G",,,,"YAMAHA","OUTBOARD_ENGINES","2001",
"25 HP MSH3A_30MSHA3","500385G",,,,"YAMAHA","OUTBOARD_ENGINES","2001",
"25 HP MSHA/B","500384",,,,"YAMAHA","OUTBOARD_ENGINES","2001",
"25 HP 25MSHC/D","500384",,,,"YAMAHA","OUTBOARD_ENGINES","2004-2005",
"30 HP","500326",,,,"YAMAHA","OUTBOARD_ENGINES","1984-1986",
"30 HP","500385G",,"SK0002",,"YAMAHA","OUTBOARD_ENGINES","1987-1995",
"30 HP","500385G",,,,"YAMAHA","OUTBOARD_ENGINES","1997-1998",
"40 HP","500385G",,,,"YAMAHA","OUTBOARD_ENGINES","1984-1994",
"40 HP","500316",,,,"YAMAHA","OUTBOARD_ENGINES","1995-2005",
"50 HP","500385G",,,,"YAMAHA","OUTBOARD_ENGINES","1984-1994",
